Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Weight Loss Injection Flyer: Patient Copy Already Written,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics-coaches-w38-66df754b.png,GLP-1 Tools for Clinics & Coaches,,"A weight loss injection flyer with the hardest part done: the patient copy. Clear, calm, no medical overclaiming. Drop in your logo and colours in Canva. Instant download.",https://glp-1-living.com/products/tirzepatide-weight-loss-flyer?utm_source=pinterest&utm_medium=organic&utm_campaign=tools-for-clinics-coaches&utm_content=glp1-w38-p088,2026-09-21T07:10:00,"medspa marketing, med spa social media, weight loss clinic marketing, aesthetic clinic marketing, patient education handout"
GLP-1 Salad Recipes With 30g Protein or More,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-recipes-w38-ad712ed6.png,GLP-1 Recipes,,"High protein salads built for GLP-1: every recipe clears 30g of protein in a portion you can finish. Printable PDF, instant download.",https://glp-1-living.com/products/high-protein-salad-cookbook?utm_source=pinterest&utm_medium=organic&utm_campaign=recipes&utm_content=glp1-w38-p089,2026-09-21T08:05:00,"glp-1 living, food noise, glp-1 tracker, glp-1 meal plan, medspa marketing, weight loss clinic social media, glp-1 tips"
Tirzepatide Flyer Template: Explain the Programme in One Page,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics-coaches-w38-4a7d5a0e.png,GLP-1 Tools for Clinics & Coaches,,"A tirzepatide flyer template that explains your weight loss programme on a single page. Copy written for patients, layout ready to print or send. Editable in Canva. Instant download.",https://www.etsy.com/listing/4383818620/tirzepatide-zepbound-weight-loss-flyer?utm_source=pinterest&utm_medium=organic&utm_campaign=tools-for-clinics-coaches&utm_content=glp1-w38-p090,2026-09-21T09:03:00,"medspa marketing, med spa social media, weight loss clinic marketing, aesthetic clinic marketing, patient education handout"
Mounjaro Food List: What to Eat and What to Avoid,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-foods-to-eat-w38-9e1825ae.png,GLP-1 Foods to Eat,,"A Mounjaro food list on one card: eat, limit and avoid, plus the protein options that go down easiest. Printable PDF, instant download.",https://www.etsy.com/listing/4412794657/glp-1-diet-food-list-printable-eatavoid?utm_source=pinterest&utm_medium=organic&utm_campaign=foods-to-eat&utm_content=glp1-w38-p091,2026-09-21T09:39:00,"mounjaro food list, mounjaro foods, mounjaro food plan, mounjaro food shopping list, foods to eat on mounjaro, foods to eat while on mounjaro, mounjaro foods to avoid, food to avoid on mounjaro"
Gallbladder Friendly Food Guide for GLP-1 Users,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-foods-to-eat-w38-79442269.png,GLP-1 Foods to Eat,,"A gallbladder friendly food guide for GLP-1: 130+ foods with fat grams, an eat, limit and avoid chart and a 7 day low fat plan. For the weeks rich meals do not sit well. Instant download.",https://www.etsy.com/listing/4554960017/?utm_source=pinterest&utm_medium=organic&utm_campaign=foods-to-eat&utm_content=glp1-w38-p092,2026-09-21T10:09:00,"glp-1 living, food noise, glp-1 tracker, glp-1 meal plan, medspa marketing, weight loss clinic social media, glp-1 tips"
GLP-1 Client Intake and Consent Form Bundle for Medspas,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics-coaches-w38-34ef275c.png,GLP-1 Tools for Clinics & Coaches,,"A GLP-1 client intake and consent form bundle for medspas and weight loss clinics: history, medication, consent and follow-up, already laid out. Editable in Canva. Instant download.",https://glp-1-living.com/products/glp-1-client-intake-form-and-consent-form-bundle-for-med-spa?utm_source=pinterest&utm_medium=organic&utm_campaign=tools-for-clinics-coaches&utm_content=glp1-w38-p093,2026-09-21T11:18:00,"medspa forms, client intake form, consent form template, esthetician business forms"
High Protein Meal Prep for a Week on GLP-1,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-meal-plans-w38-93dabdb2.png,GLP-1 Meal Plans,,"A week of high protein meal prep sized for GLP-1: seven days of meals, a prep order that works on a Sunday, and a grocery list to match. Printable PDF, instant download.",https://www.etsy.com/listing/4463373162/1200-calorie-high-protein-meal-plan-7?utm_source=pinterest&utm_medium=organic&utm_campaign=meal-plans&utm_content=glp1-w38-p094,2026-09-21T12:16:00,"glp-1 living, food noise, glp-1 tracker, glp-1 meal plan, medspa marketing, weight loss clinic social media, glp-1 tips"
A Full Week of GLP-1 Meals You Can Actually Finish,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-meal-plans-w38-cdb31164.png,GLP-1 Meal Plans,,"A 7 day GLP-1 meal plan with portions sized for how you eat now, not how you used to. High protein, simple ingredients, grocery list included. Instant download.",https://glp-1-living.com/products/1200-calorie-high-protein-meal-plan-7-day-glp-1-plan-with-ma?utm_source=pinterest&utm_medium=organic&utm_campaign=meal-plans&utm_content=glp1-w38-p095,2026-09-21T15:55:00,"glp-1 living, food noise, glp-1 tracker, glp-1 meal plan, medspa marketing, weight loss clinic social media, glp-1 tips"
Keeping Weight Off After Ozempic: The Maintenance Ebook,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-meal-plans-w38-f1fa5dcc.png,GLP-1 Meal Plans,,"A maintenance guide for after GLP-1: what changes when the medication stops, how to find your maintenance calories and how to keep the habits that carried you. 34 pages, printable PDF.",https://www.etsy.com/listing/4465837865/glp-1-life-after-ebook-weight?utm_source=pinterest&utm_medium=organic&utm_campaign=meal-plans&utm_content=glp1-w38-p096,2026-09-21T16:09:00,"keeping weight off after ozempic, after ozempic diet, ozempic before and after, how to maintain weight loss, life after glp-1, maintenance calories"
"GLP-1 Food List Bundle for Ozempic, Wegovy and Mounjaro",https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-foods-to-eat-w38-d2293312.png,GLP-1 Foods to Eat,,"A GLP-1 food list bundle that works whichever medication you are on: eat and avoid chart, high protein grocery list and food swaps. Printable PDF, instant download.",https://glp-1-living.com/products/glp-1-food-list-bundle-with-grocery-list-symptom-swap-guide?utm_source=pinterest&utm_medium=organic&utm_campaign=foods-to-eat&utm_content=glp1-w38-p097,2026-09-21T16:38:00,"glp-1 food list, glp-1 meal plan, glp-1 tracker, high protein meal prep, glp-1 recipes"
"Weight Loss Clinic Flyer Template, Ready to Edit in Canva",https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics-coaches-w38-468be696.png,GLP-1 Tools for Clinics & Coaches,,"A weight loss clinic flyer with the patient copy already written: how the programme works, what a consult includes, how to book. Change the branding, keep the structure. Instant download.",https://glp-1-living.com/products/tirzepatide-weight-loss-flyer?utm_source=pinterest&utm_medium=organic&utm_campaign=tools-for-clinics-coaches&utm_content=glp1-w38-p098,2026-09-21T17:22:00,"medspa marketing, med spa social media, weight loss clinic marketing, aesthetic clinic marketing, patient education handout"
GLP-1 Smoothie Recipes for Low Appetite Days,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-recipes-w38-fec16215.png,GLP-1 Recipes,,"High protein smoothies for GLP-1, for the days chewing feels like too much. Real protein per serving, five ingredients or fewer. Instant download.",https://glp-1-living.com/products/glp-1-smoothie-meal-plan?utm_source=pinterest&utm_medium=organic&utm_campaign=recipes&utm_content=glp1-w38-p099,2026-09-21T19:18:00,"glp-1 living, food noise, glp-1 tracker, glp-1 meal plan, medspa marketing, weight loss clinic social media, glp-1 tips"
"Semaglutide Injection Log: One Row Per Week, All Year",https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-trackers-journals-w38-b28abec3.png,GLP-1 Trackers & Journals,,"A semaglutide injection log built for the long haul: one row per week, a full year on one tab. Dose, weight and site rotation together so titration is easy to look back on. Instant download.",https://glp-1-living.com/products/glp-1-shot-tracker-google-sheets?utm_source=pinterest&utm_medium=organic&utm_campaign=trackers-journals&utm_content=glp1-w38-p100,2026-09-21T21:37:00,"glp-1 shot tracker, glp-1 weight tracker, glp 1 weight tracker, glp-1 weekly tracker, free glp-1 tracker, glp-1 tracker app, semaglutide injection log, weight loss tracker printable"
