Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
GLP-1 Vegetarian Recipes: 35 Plant-Based High Protein Meals,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-recipes-w37-052fc8c5.png,GLP-1 Recipes,,"35 vegetarian GLP-1 recipes: plant-based, high protein and filling, sized for a small appetite. Macros per recipe, easy ingredients. Instant PDF download.",https://www.etsy.com/listing/4440316121/tirzepatide-vegetarian-recipes-glp1?utm_source=pinterest&utm_medium=organic&utm_campaign=recipes&utm_content=glp1-w37-p075,2026-09-13T09:13:00,"high protein meals, glp1 recipes, glp1 meal ideas, high protein dinner, glp-1 soup recipes, high protein lunch, glp-1 recipes easy, healthy high protein meals, glp-1 high protein recipes, glp-1 breakfast ideas"
GLP-1 Video Reels: 30 Faceless Reel Templates for Weight Loss Clinics,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-74e08610.png,GLP-1 Tools for Clinics & Coaches,,"30 faceless video reel templates for weight loss clinics and medspas offering GLP-1 programs. Editable in Canva, no filming needed. Instant download.",https://glp-1-living.com/products/glp-1-instagram-reels-pack?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p076,2026-09-13T09:48:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, weight loss clinic marketing, wellness clinic social media, aesthetic nurse instagram, clinic marketing flyers, health coach instagram templates, medspa canva templates"
Nutrients to Watch on GLP-1: Printable Vitamin and Mineral Chart,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-foods-to-eat-w37-3ddc2aa0.png,GLP-1 Foods to Eat,,Eating less means paying attention to nutrients. This GLP-1 guide covers 12 vitamins and minerals with food sources and an appointment page. Digital download.,https://glp-1-living.com/products/glp-1-vitamin-and-mineral-guide?utm_source=pinterest&utm_medium=organic&utm_campaign=foods&utm_content=glp1-w37-p077,2026-09-13T10:21:00,"high protein foods, glp1 meal ideas, protein snacks, glp1 snacks, glp-1 grocery list printable, glp-1 nausea relief, glp-1 snacks, glp1, glp-1 food list, glp-1 protein snacks"
GLP-1 Weight Loss Clinic Posts: 50 Editable Instagram Templates,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-bfbcdead.png,GLP-1 Tools for Clinics & Coaches,,"50 Instagram post templates for medical weight loss clinics and medspas with GLP-1 programs. Education, program steps, FAQs and consult prompts, editable in Canva. Instant download.",https://glp-1-living.com/products/glp-1-medical-weight-loss-instagram-post-templates-editable?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p078,2026-09-13T10:47:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, med spa instagram post ideas, aesthetic nurse instagram, clinic marketing flyers, wellness clinic social media, medspa instagram, medspa canva templates"
"GLP-1 Weight Tracker Spreadsheet: Charts, Dose Log and Symptom Notes",https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-trackers-journals-w37-69dd583c.png,GLP-1 Trackers & Journals,,"The all-in-one GLP-1 tracker for people who like data: a dashboard that turns your weekly entries into charts. Dose, weight, measurements and side effects in one place. Google Sheets and Excel. Instant download.",https://www.etsy.com/listing/4534990396/?utm_source=pinterest&utm_medium=organic&utm_campaign=trackers&utm_content=glp1-w37-p079,2026-09-13T11:11:00,"glp1, habit tracker, glp1 meal ideas, tirzepatide, glp-1 medication journal, glp-1 symptom tracker, glp-1 weekly tracker, injection site rotation log, glp1 injection tracker, tirzepatide weight loss tracker"
GLP-1 Weight Loss Stories: 50 Editable Instagram Story Templates,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-bcc0ae78.png,GLP-1 Tools for Clinics & Coaches,,"50 GLP-1 Instagram story templates for weight loss clinics, medspas and coaches: how it works, first weeks, tips, open spots. Editable in Canva. Instant download.",https://glp-1-living.com/products/glp-1-social-media-template-canva-instagram-kit?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p080,2026-09-13T12:41:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, clinic marketing flyers, aesthetic nurse instagram, medspa canva templates, med spa instagram post ideas, medspa instagram, health coach instagram templates"
"GLP-1 Weight Loss Tracker: Dose, Side Effects and Progress in 3 Colors",https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-trackers-journals-w37-586755eb.png,GLP-1 Trackers & Journals,,"A GLP-1 weight loss tracker with weekly pages for dose, side effects, weight and notes, in three colors. Print it or use it on your tablet. Small consistent notes, clear progress. Instant download.",https://glp-1-living.com/products/glp-1-weight-loss-tracker?utm_source=pinterest&utm_medium=organic&utm_campaign=trackers&utm_content=glp1-w37-p081,2026-09-13T14:06:00,"glp1, habit tracker, glp1 meal ideas, tirzepatide, glp-1 weekly tracker, glp1 injection tracker, glp-1 tracker template, glp-1 tracker printable, tirzepatide weight loss tracker, injection site rotation log"
"Weekly GLP-1 Tracker Printable: Dose Log, Weight and Side Effects Journal",https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-trackers-journals-w37-fb9fdfc9.png,GLP-1 Trackers & Journals,,"Track your GLP-1 week on one page: dose, weight, symptoms and how you felt. Three calm designs, printable or digital. Digital download.",https://glp-1-living.com/products/glp-1-weight-loss-tracker?utm_source=pinterest&utm_medium=organic&utm_campaign=trackers&utm_content=glp1-w37-p082,2026-09-13T14:59:00,"glp1, habit tracker, glp1 meal ideas, tirzepatide, glp-1 dose tracker, semaglutide injection log, glp-1 tracker template, glp-1 medication journal, glp-1 symptom tracker, glp1 injection tracker"
Green Aesthetic GLP-1 Bundle: 100 Instagram Templates for Health Coaches,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-3d586854.png,GLP-1 Tools for Clinics & Coaches,,"A green aesthetic GLP-1 bundle for health coaches: 100 Instagram templates in sage and cream, editable in Canva. Education, prompts and program posts, ready to brand. Digital download.",https://www.etsy.com/listing/4548414820/?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p083,2026-09-13T18:12:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, med spa instagram post ideas, health coach instagram templates, aesthetic nurse instagram, medspa instagram, clinic marketing flyers, weight loss clinic marketing"
Health Coach GLP-1 Posts: 50 Editable Instagram Templates in Green,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-20c7dd5a.png,GLP-1 Tools for Clinics & Coaches,,"50 Instagram post templates for health and weight loss coaches supporting GLP-1 clients: tips, myths, check-ins and program prompts. Green aesthetic, editable in Canva. Instant download.",https://glp-1-living.com/products/weight-loss-coach-instagram-templates?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p084,2026-09-13T19:09:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, medspa instagram, clinic marketing flyers, weight loss clinic marketing, medspa canva templates, health coach instagram templates, aesthetic nurse instagram"
"Life After GLP-1: What to Eat, What Changes, and How to Keep Your Results",https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-meal-plans-w37-3f399b4a.png,GLP-1 Meal Plans,,"The complete guide to life after GLP-1: how to taper off with your doctor, what changes in appetite, and a 14-day meal plan for the transition. Calm, practical, no scare tactics. Digital download.",https://www.etsy.com/listing/4490985570/?utm_source=pinterest&utm_medium=organic&utm_campaign=mealplans&utm_content=glp1-w37-p085,2026-09-14T06:38:00,"glp1, glp1 meal ideas, tirzepatide, glp1 meal plan, glp-1 transition, glp-1 beginners guide, keep weight off after glp-1, first week on glp-1, coming off glp-1, glp-1 guide"
"Luxury Med Spa GLP-1 Bundle: 130 Instagram Templates, Editable in Canva",https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-1d05f5f8.png,GLP-1 Tools for Clinics & Coaches,,"130 luxury aesthetic Instagram templates for med spas with GLP-1 programs: posts, stories and reels covers in rich neutrals. Editable in free Canva. Instant download.",https://glp-1-living.com/products/glp-1-luxury-instagram-templates-for-med-spa?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p086,2026-09-14T07:32:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, wellness clinic social media, clinic marketing flyers, aesthetic nurse instagram, medspa instagram, weight loss clinic marketing, medspa canva templates"
Med Spa GLP-1 Reels: 30 Ready-to-Post Video Templates for Injectors,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-564c82c8.png,GLP-1 Tools for Clinics & Coaches,,"30 ready-to-post reel templates for med spas and nurse injectors offering GLP-1 programs. Editable in Canva, no filming needed. Instant download.",https://glp-1-living.com/products/glp-1-ready-to-post-reels-for-nurse-injector?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p087,2026-09-14T08:22:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, medspa canva templates, clinic marketing flyers, med spa instagram post ideas, aesthetic nurse instagram, wellness clinic social media, weight loss clinic marketing"
Minimal GLP-1 Bundle: 100 Instagram Templates for Medspas and Coaches,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-2ccb707f.png,GLP-1 Tools for Clinics & Coaches,,"100 minimal Instagram templates for medspas, clinics and health coaches with GLP-1 programs. Clean neutrals, editable in free Canva. Instant download.",https://www.etsy.com/listing/4548423360/?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p088,2026-09-14T08:42:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, medspa canva templates, aesthetic nurse instagram, wellness clinic social media, weight loss clinic marketing, clinic marketing flyers, med spa instagram post ideas"
Minimalist GLP-1 Instagram Posts: 50 Editable Templates for Clinics,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-36888bab.png,GLP-1 Tools for Clinics & Coaches,,"50 minimalist GLP-1 Instagram post templates for medspas, clinics and coaches. Calm layouts, editable in Canva, ready to brand. Instant download.",https://glp-1-living.com/products/glp-1-instagram-post-template-minimalist-canva-semaglutide?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p089,2026-09-14T09:23:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, health coach instagram templates, weight loss clinic marketing, medspa instagram, med spa instagram post ideas, medspa canva templates, aesthetic nurse instagram"
"GLP-1 Tracker Journal: Weekly Weight, Dose and Notes (Print or Digital)",https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-trackers-journals-w37-4c10ab74.png,GLP-1 Trackers & Journals,,"A monthly GLP-1 tracker for weight, inches, dose and non-scale wins, in four designs. See the month at a glance, print or digital. Instant download.",https://glp-1-living.com/products/glp-1-weight-loss-tracker?utm_source=pinterest&utm_medium=organic&utm_campaign=trackers&utm_content=glp1-w37-p090,2026-09-14T10:09:00,"glp1, habit tracker, glp1 meal ideas, tirzepatide, glp-1 weekly tracker, glp-1 medication journal, glp-1 dose tracker, tirzepatide weight loss tracker, semaglutide injection log, glp-1 tracker template"
GLP-1 Food Cards: 6 Protein-Rich Foods to Hit Your Goals on a Small Appetite,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-foods-to-eat-w37-4607783e.png,GLP-1 Foods to Eat,,"Six protein-rich food cards for GLP-1 users who need to hit their protein goal on a small appetite. Printable, simple, fridge-ready. Digital download.",https://glp-1-living.com/shop/food-lists?utm_source=pinterest&utm_medium=organic&utm_campaign=foods&utm_content=glp1-w37-p091,2026-09-14T11:47:00,"high protein foods, glp1 meal ideas, protein snacks, glp1 snacks, high protein low cal meals, glp-1 foods to avoid, glp-1 food list, glp-1 foods to eat, food noise, glp-1 snacks"
GLP-1 Food Cards: 6 Easy-on-the-Stomach Foods for Nausea Days,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-foods-to-eat-w37-a4e193d7.png,GLP-1 Foods to Eat,,"Six printable GLP-1 food cards with anti-inflammatory, nausea-friendly foods and drinks. Keep them on the fridge for the days when nothing sounds good. Part of the GLP-1 food list collection. Instant download.",https://www.etsy.com/shop/GLP1Living?utm_source=pinterest&utm_medium=organic&utm_campaign=foods&utm_content=glp1-w37-p092,2026-09-14T13:34:00,"high protein foods, glp1 meal ideas, protein snacks, glp1 snacks, glp-1 foods to eat, glp1, glp-1 foods to avoid, glp-1 grocery list, glp-1 food list, glp-1 grocery list printable"
Peptide Therapy Instagram Posts: 50 Editable Templates for Wellness Clinics,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-4509085b.png,GLP-1 Tools for Clinics & Coaches,,"50 Instagram post templates for wellness clinics offering peptide therapy and GLP-1 programs. Education, program steps and consult prompts, editable in Canva. Instant download.",https://glp-1-living.com/for-clinics?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p093,2026-09-14T14:25:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, medspa canva templates, clinic marketing flyers, weight loss clinic marketing, medspa instagram, wellness clinic social media, health coach instagram templates"
Peptide Therapy Stories: 50 Instagram Story Templates for Wellness Clinics,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-4f264575.png,GLP-1 Tools for Clinics & Coaches,,"50 Instagram story templates for peptide therapy and GLP-1 wellness clinics: tips, FAQs, treatment steps, open spots. Editable in Canva. Instant download.",https://glp-1-living.com/for-clinics?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p094,2026-09-14T16:22:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, clinic marketing flyers, med spa instagram post ideas, medspa instagram, weight loss clinic marketing, health coach instagram templates, wellness clinic social media"
Weight Loss Clinic Reels: 30 Video Templates for Next-Generation GLP-1 Programs,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-6ce45d90.png,GLP-1 Tools for Clinics & Coaches,,"30 editable reel templates for clinics launching newer GLP-1 and peptide programs: what it is, who it is for, how the program works. Edit in Canva, no filming. Instant download.",https://glp-1-living.com/for-clinics?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p095,2026-09-14T16:42:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, medspa instagram, medspa canva templates, aesthetic nurse instagram, health coach instagram templates, weight loss clinic marketing, med spa instagram post ideas"
Weight Loss Clinic Stories: 50 Templates for Next-Generation GLP-1 Programs,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-9f068c14.png,GLP-1 Tools for Clinics & Coaches,,"50 editable story templates for clinics introducing newer GLP-1 and peptide programs: FAQs, program steps, consult prompts. Edit in Canva. Instant download.",https://www.etsy.com/shop/GLP1Living?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p096,2026-09-14T17:19:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, weight loss clinic marketing, aesthetic nurse instagram, clinic marketing flyers, med spa instagram post ideas, medspa instagram, health coach instagram templates"
GLP-1 Pill or Injection? A Plain-Language Guide to Dosing and What to Eat,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-foods-to-eat-w37-e325c0db.png,GLP-1 Foods to Eat,,"Pill or injection: what changes, what stays the same, and how to plan meals around either. A calm guide with a simple dosing schedule and diet plan. Instant download.",https://www.etsy.com/listing/4490978958/?utm_source=pinterest&utm_medium=organic&utm_campaign=foods&utm_content=glp1-w37-p097,2026-09-14T18:38:00,"glp1, glp1 meal ideas, tirzepatide, glp1 meal plan, glp-1 beginners guide, glp-1 transition, food noise, what to eat on glp-1, life after glp-1, first week on glp-1"
GLP-1 Carousel Posts: 50 Educational Instagram Templates for Clinics,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-tools-for-clinics--w37-3ca0329e.png,GLP-1 Tools for Clinics & Coaches,,"50 educational carousel post templates for medspas and weight loss clinics with GLP-1 programs: how it works, first weeks, dose schedules, FAQs. Editable in Canva. Instant download.",https://glp-1-living.com/products/glp-1-tirzepatide-instagram-templates-editable-canva-weight?utm_source=pinterest&utm_medium=organic&utm_campaign=b2b&utm_content=glp1-w37-p098,2026-09-14T18:58:00,"med spa aesthetic, wellness studio, medspa marketing, weight loss clinic social media, medspa instagram, clinic marketing flyers, weight loss clinic marketing, aesthetic nurse instagram, med spa instagram post ideas, medspa canva templates"
"Weekly GLP-1 Tracker: Dose, Protein and Progress in 4 Designs",https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-trackers-journals-w37-2c9a4c5d.png,GLP-1 Trackers & Journals,,"A weekly GLP-1 tracker in four designs: dose, protein, weight and progress on one page, plus a meal planner and food journal. Print or digital. Instant download.",https://glp-1-living.com/products/glp-1-weekly-meal-planner-tirzepatide-tracker-kit?utm_source=pinterest&utm_medium=organic&utm_campaign=trackers&utm_content=glp1-w37-p099,2026-09-14T20:13:00,"glp1, habit tracker, glp1 meal ideas, tirzepatide, glp-1 weight tracker, tirzepatide weight loss tracker, glp-1 tracker printable, injection site rotation log, semaglutide injection log, glp-1 dose tracker"
GLP-1 Food Cards: 6 Low-Carb Food and Drink Cards for Weight Loss,https://cdn.jsdelivr.net/gh/ilsetanis/glp1-living-pins@main/glp1-living-glp-1-foods-to-eat-w37-8b1491cd.png,GLP-1 Foods to Eat,,"Six low-carb food and drink cards for GLP-1: quick picks for weight loss days, printable for the fridge. Digital download.",https://glp-1-living.com/shop/food-lists?utm_source=pinterest&utm_medium=organic&utm_campaign=foods&utm_content=glp1-w37-p100,2026-09-14T20:38:00,"high protein foods, glp1 meal ideas, protein snacks, glp1 snacks, high protein low cal meals, glp-1 foods to eat, glp-1 protein snacks, glp-1 snacks, glp-1 grocery list printable, foods to eat while on glp-1"
